Order_ID,Customer,City,Amount,Status
210,Regine,Kokofata,4.99,Delivered
211,Jean,Randegan,6.49,Delivered
212,Parsifal,Guilherand-Granges,29.99,Cancelled
213,Nollie,Babahoyo,24.99,Cancelled
214,Allyson,Karangkedawung,5.99,Cancelled
215,Lorelei,Sakado,9.99,Pending
216,Lindsay,Kissidougou,39.99,Delivered
217,Darrell,Dongming,24.99,Pending
218,Tiffy,Fontana,3.99,Pending
219,Levy,Tai’an,34.99,Pending
220,Lewie,Batiano,5.99,Pending
221,Juliann,'s-Hertogenbosch,2.99,Delivered
222,Mile,Amiens,5.49,Delivered
223,Ramona,Fukushima-shi,5.99,Delivered
224,Monte,Kerkrade,19.99,Pending
225,Justis,Kawayan,6.99,Pending
226,Jeannie,Ambian,129.99,Pending
227,Penelope,Abū Zabad,12.99,Pending
228,Nadine,Phnom Penh,3.29,Pending
229,Simonne,Sangmélima,69.99,Cancelled
230,Corney,Ubaitaba,24.99,Cancelled
231,Ewan,Sikasso,2.99,Cancelled
232,Carmelita,Jialou,5.49,Delivered
233,Tan,Shashūbay,24.99,Delivered
234,Stephine,Afonsoeiro,4.99,Cancelled
235,Dorthy,Wangzuo,199.99,Cancelled
236,Dosi,Pueblo Nuevo,19.99,Cancelled
237,Marisa,Ximafang,3.49,Cancelled
238,Constance,Kangxung,19.99,Pending
239,Sven,Butungan,49.99,Pending
240,Gaspar,Ronneby,89.99,Pending
241,Carol-jean,Santa Rosa,5.49,Delivered
242,Ransell,Goundam,4.19,Pending
243,Tabbi,Zásmuky,4.49,Cancelled
244,Guthrey,Binafun,3.99,Pending
245,Iggy,Baie-D'Urfé,29.99,Cancelled
246,Joby,Heliconia,12.99,Delivered
247,Iris,Tecpán Guatemala,24.99,Cancelled
248,Dayle,Kýria,2.79,Cancelled
249,Adrian,Vale de Figueira,2.29,Pending
250,Alanson,Maracás,10.99,Pending
251,Marga,Wadung,34.99,Cancelled
252,Elisha,Mertani,59.99,Cancelled
253,Angelica,Xintaimen,54.99,Delivered
254,August,Awilega,49.99,Cancelled
255,Eleanore,Chengzhai,19.99,Delivered
256,Gregoire,Mestre,3.99,Pending
257,Kettie,Pakemitan Dua,4.49,Cancelled
258,Jillie,Yuanling,22.99,Delivered
259,Sheri,Quzhou,2.99,Cancelled
260,Blanche,Düsseldorf,69.99,Delivered
261,Pete,Dongting,2.99,Pending
262,Felicity,Xikou,39.99,Cancelled
263,Nester,Haridimun,12.99,Pending
264,Zachariah,Baton Rouge,19.99,Pending
265,Cissy,Jargalant,39.99,Delivered
266,Kaylyn,Yaodu,19.99,Cancelled
267,Meggie,Inicbulan,39.99,Cancelled
268,Chaunce,Shataping,349.99,Delivered
269,Cassie,Ludgeřovice,49.99,Delivered
270,Dennet,Wantian,7.49,Delivered
271,Marie-ann,Angra dos Reis,2.99,Pending
272,Webster,Orlando,24.99,Pending
273,Fara,La Huaca,1.29,Cancelled
274,Padget,Yangchengzhuang,3.99,Delivered
275,Fred,Dalu,99.99,Pending
276,Stanwood,Catalina,129.99,Pending
277,Tomasina,Cauayan,129.99,Delivered
278,Hyacinthia,Rengasdengklok,3.59,Cancelled
279,Raff,Port Harcourt,12.99,Cancelled
280,Cami,‘Izbat al Burj,2.99,Delivered
281,Raffaello,Živinice,6.49,Pending
282,Janot,Korisós,4.99,Cancelled
283,Anthea,Areia Branca,3.49,Pending
284,Bria,Nusajaya,3.99,Cancelled
285,Lee,Goodlands,18.99,Cancelled
286,Paulita,Rikitgaib,129.99,Pending
287,Viki,Åkersberga,59.99,Delivered
288,Sue,Mazkeret Batya,4.49,Pending
289,Bret,Ar Ruḩaybah,1.29,Delivered
290,Pen,Boa Esperança,8.99,Cancelled
291,Huntley,Pechora,19.99,Pending
292,Kylynn,Jiulong,3.49,Cancelled
293,Myrtie,Ewarton,22.99,Cancelled
294,Lusa,Mandala,7.49,Delivered
295,Natalee,Triánta,5.29,Cancelled
296,Odele,Talmest,19.99,Delivered
297,Wittie,Bayangol,4.99,Delivered
298,Derwin,Katrineholm,39.99,Pending
299,Laura,Xiheshan,89.99,Cancelled
300,Erny,Palos,2.99,Pending
301,Lenore,Jaworzyna Śląska,19.99,Pending
302,Mallory,Sukorambi,8.99,Pending
303,Lanny,Magog,2.49,Cancelled
304,Penelopa,Chodová Planá,2.99,Pending
305,Inger,Huangshi,2.59,Cancelled
306,Letta,Juwana,1.99,Cancelled
307,Shana,Perugia,8.99,Pending
308,Zonda,Bromma,7.19,Delivered
309,Cullan,Wringinputih,2.99,Delivered
310,Ezmeralda,Longwu,249.99,Cancelled
311,Gerrie,Santa Maria da Feira,59.99,Cancelled
312,Eve,Heshui,29.99,Delivered
313,Bernadette,Gucheng,3.99,Delivered
314,Ilyssa,Arteche,2.99,Delivered
315,Kale,Ancenis,1.29,Pending
316,Nancy,Waru Selatan,1.5,Pending
317,Buddie,Thung Khru,4.99,Pending
318,Lucilia,Oslo,2.99,Pending
319,Muffin,Kikerino,4.29,Cancelled
320,Aldis,Passos,34.99,Cancelled
321,Christa,Undurkhaan,3.29,Pending
322,Cathee,Igaraçu do Tietê,5.49,Pending
323,Josefina,Brumado,1.89,Pending
324,Martelle,Guanzhou,49.99,Cancelled
325,Ronnica,Cekcyn,4.49,Delivered
326,Lesley,Shiquan,5.99,Delivered
327,Corbett,Shibetsu,29.99,Pending
328,Dorise,Winduraja,39.99,Pending
329,Chas,Boulaide,6.29,Cancelled
330,Garner,New Iloilo,89,Delivered
331,Cordey,Krajan Tekung,69.99,Pending
332,Vivien,Alminhas,3.79,Delivered
333,Theodoric,Xujia,45.99,Delivered
334,Deane,Rio Claro,2.99,Pending
335,Inger,Comendador,5.49,Delivered
336,Dorice,Az̧ Z̧alī‘ah,39.99,Cancelled
337,Charlie,Sumqayıt,159.99,Delivered
338,Darb,João Pessoa,39.99,Cancelled
339,Inglis,Port Nolloth,24.99,Delivered
340,Hector,Ekenäs,3.99,Pending
341,Alia,Lodhrān,3.99,Pending
342,Horatio,Santo Tomás,3.49,Cancelled
343,Wanids,Licupis,3.49,Pending
344,Terra,San Jacinto,8.99,Delivered
345,Sapphire,Qabqir,2.99,Cancelled
346,Corrianne,Kaom,18.99,Cancelled
347,Ravid,Cayambe,7.99,Pending
348,Evie,Qishn,2.99,Delivered
349,Bren,Xiaping,2.69,Delivered
350,Stefano,Agía Varvára,29.99,Pending
351,Neille,Albrechtice,14.99,Delivered
352,Ulla,Biqiao,19.99,Delivered
353,Cinderella,Jiancha,28.99,Cancelled
354,Erena,Woerden,6.99,Pending
355,Aloisia,Xingtai,39.99,Delivered
356,Bradford,Ma’an,69.99,Pending
357,Romy,Pyra,8.99,Cancelled
358,Dale,Sattahip,99.99,Cancelled
359,Lauraine,Banjar Kertasari,89.99,Cancelled
360,Robenia,Pejek,2.99,Cancelled
361,Stephani,Guxi,199.99,Pending
362,Lucina,Wangdain,69.99,Delivered
363,Antonino,Psachná,7.99,Cancelled
364,Gloriane,Bagong Sikat,34.99,Cancelled
365,Rozalie,Kotel’niki,2.69,Cancelled
366,Marysa,Gennevilliers,34.99,Cancelled
367,Alphonse,Pines,19.99,Pending
368,Hewett,Pasiraman,3.79,Delivered
369,Duky,Tianzhou,22.99,Delivered
370,Kathy,Kopen,34.99,Cancelled
371,Billie,Prey Veng,199.99,Pending
372,Maggie,Norrköping,39.99,Pending
373,Shanda,Gimbi,49.99,Cancelled
374,Arielle,Aracati,3.49,Delivered
375,Freda,Babat,19.99,Pending
376,Onfre,Tintafor,39.99,Pending
377,Abelard,Červená Voda,28.99,Delivered
378,Golda,Phoenix,3.29,Delivered
379,Dougy,Xagqu,5.29,Cancelled
380,Steffane,São Martinho,139.99,Delivered
381,Antonie,Qingshuitang,29.99,Delivered
382,Chad,Panino,1.99,Pending
383,Darius,Kalenderovci Donji,34.99,Delivered
384,Maxy,Hisings Kärra,39.99,Pending
385,Issy,Brinje,2.49,Pending
386,Lyndel,Raposeira,129.99,Cancelled
387,Garry,Ush-Tyube,159.99,Pending
388,Astra,Yanda Bayo,1.49,Cancelled
389,Reinaldos,Porvoo,14.99,Cancelled
390,Remus,Shangjia,2.79,Delivered
391,Padgett,Maubin,49.99,Delivered
392,Kevina,Ladan,4.99,Delivered
393,Audi,Sobral da Adiça,19.99,Cancelled
394,Deeann,Requena,34.99,Cancelled
395,Madelina,Vilares,4.99,Cancelled
396,Etheline,Richard-Toll,1.99,Cancelled
397,Stefania,Uluarang,49.99,Pending
398,Eb,Donji Vakuf,2.99,Cancelled
399,Galina,Nigríta,39.99,Cancelled
400,Brion,Banqiao,249.99,Pending
401,Raul,Schaan,34.99,Cancelled
402,Joane,Tambura,7.99,Delivered
403,Aurore,Tanjung Kidul,6.99,Cancelled
404,Parrnell,Mashi,1.79,Delivered
405,Palmer,Sinubong,99.99,Delivered
406,Alex,Saryshaghan,18.99,Pending
407,Corilla,Shejiang,5.89,Pending
408,Clyve,Chenxiang,15.99,Delivered
409,Judye,Zougang,34.99,Cancelled
410,Enid,Binubusan,79.99,Cancelled
411,Kathryne,Luthu,34.99,Delivered
412,Colan,Pyatigorsk,0.99,Delivered
413,Hewitt,Vorob’yovo,19.99,Pending
414,Blondelle,Ginebra,9.99,Pending
415,Martina,København,3.49,Pending
416,Siffre,Bueng Khong Long,35.99,Pending
417,Hilton,Huangtan,5.59,Delivered
418,Ellary,Montauban,4.99,Delivered
419,Lancelot,Oslo,39.99,Pending
420,Tate,Zhalinghu,44.99,Pending
421,Lorettalorna,Áno Kastrítsion,1.89,Delivered
422,Brendin,Koszęcin,4.29,Cancelled
423,Merci,Frashër,8.49,Delivered
424,Averill,Trzciana,59.99,Cancelled
425,Rosabel,Omiš,22.99,Cancelled
426,Odilia,Klole,89.99,Cancelled
427,Barb,Canggang,3.59,Cancelled
428,Uri,Ban Phue,3.49,Delivered
429,Sloane,Zgurovka,2.49,Cancelled
430,Margarita,Xuanhuadian,34.99,Delivered
431,Laurence,Matsushima,39.99,Cancelled
432,Alexis,Klenje,34.99,Cancelled
433,Roddy,Koshki,7.99,Pending
434,Gerick,Suchedniów,3.29,Pending
435,Locke,Tabalong,4.49,Pending
436,Gamaliel,Dingdian,3.99,Cancelled
437,Georgiana,Levallois-Perret,39.99,Pending
438,Ado,Brasília,79.99,Cancelled
439,Anya,Taksimo,129.99,Pending
440,Anissa,Hicksville,3.99,Cancelled
441,Charita,Gemuruh,29.99,Delivered
442,Nona,Xinji,19.99,Cancelled
443,Catharine,Huancarqui,9.99,Cancelled
444,Layney,Oslo,1.29,Cancelled
445,Merrick,Beiyang,2.49,Delivered
446,Miran,Guangli,39.99,Delivered
447,Aleece,Ryazanskaya,44.99,Cancelled
448,Baxie,Dolní Lhota,2.89,Cancelled
449,Mehetabel,Stockton,199.99,Delivered
450,Poul,Sankeyushu,8.99,Pending
451,Curran,Qimeng,49.99,Pending
452,Othello,Santo Tomás,5.49,Cancelled
453,Rex,Baizhu,1.99,Delivered
454,Curr,Jetis,19.99,Cancelled
455,Dolley,Frontignan,5.99,Delivered
456,Anthony,Baofeng,4.29,Delivered
457,Anatollo,Parengan,19.99,Cancelled
458,Dyan,Cornillon,69.99,Cancelled
459,Inga,Lago,39.99,Delivered
460,Orland,Tanxi,2.39,Delivered
461,Bartel,Vanderhoof,4.19,Delivered
462,Kori,Sosnówka,79.99,Cancelled
463,Trix,Buenavista,17.99,Delivered
464,Jillene,Kedungkrajan,3.79,Pending
465,Henrik,Wuling,2.49,Pending
466,Gwenneth,São João do Campo,39.99,Cancelled
467,Florencia,Venezuela,6.99,Pending
468,Towney,Rogów,49.99,Delivered
469,Theresa,Ipoh,3.99,Cancelled
470,Bernadene,Salvador,5.99,Cancelled
471,Maressa,Ha,3.49,Delivered
472,Cyril,Kaiapoi,149.99,Delivered
473,Rourke,Camilo Aldao,19.99,Delivered
474,Willyt,Yuanguping,5.99,Cancelled
475,Marna,Camgyai,6.99,Delivered
476,Paxon,Bairros,14.99,Cancelled
477,Tracie,Ying’ebu,2.99,Delivered
478,Caro,Mengenkrajan,27.99,Pending
479,Gerhardine,Pedrulheira,39.99,Pending
480,Jard,Llanera,29.99,Cancelled
481,Hamel,Naha-shi,39.99,Delivered
482,Rozella,Sanlifan,15.99,Cancelled
483,Mallory,Yuyangguan,14.99,Delivered
484,Hendrika,Longping,69.99,Pending
485,Verney,Vilarinho da Castanheira,3.99,Cancelled
486,Ring,Karantaba,49.99,Cancelled
487,Gabriela,Cap-Santé,2.99,Pending
488,Bearnard,Macayug,12.99,Pending
489,Ardene,Shicang,89.99,Pending
490,Sebastien,Áyios Nikólaos,89.99,Pending
491,Haily,Pentaplátano,29.99,Pending
492,Barnaby,Yakovlevskoye,5.49,Cancelled
493,Theodore,Boca Raton,19.99,Cancelled
494,Sonja,La Mula,22.99,Cancelled
495,Eyde,Taiqing,4.49,Pending
496,Arnold,Phú Mỹ,3.49,Pending
497,Kristopher,Nai Harn,49.99,Delivered
498,Kerri,Tombu,4.99,Cancelled
499,Lukas,Vilémov,59.99,Cancelled
500,Lindsey,New Cebu,7.99,Cancelled
501,Aveline,Chinchero,3.29,Cancelled
502,Fred,San Diego,25.99,Pending
503,Gavin,Vredenburg,3.49,Delivered
504,Delmore,Järfälla,3.49,Pending
505,Adaline,Sattahip,99.99,Delivered
506,Vite,Venâncio Aires,3.29,Cancelled
507,Keene,Mqabba,14.99,Pending
508,Pattie,Lafayette,14.99,Pending
509,Ailyn,Lantera,29.99,Cancelled
510,Craggie,Al ‘Ayzarīyah,22.99,Delivered
511,Margaretha,Stochov,3.49,Pending
512,Codi,Koroyo,6.29,Cancelled
513,Yance,Satte,14.99,Cancelled
514,Devan,Stockholm,22.99,Cancelled
515,Jsandye,Tepal,39.99,Cancelled
516,Charmine,Yujiao,6.99,Cancelled
517,Spense,Łodygowice,24.99,Pending
518,Dorelle,Mrgavan,39.99,Pending
519,Stinky,Wuxihe,34.99,Cancelled
520,April,Talodi,2.49,Delivered
521,Mahmoud,Fanrong,4.49,Cancelled
522,Kerk,Bandar-e Lengeh,59.99,Cancelled
523,Bobine,Ishiki,19.99,Delivered
524,Emmey,Geidam,3.29,Cancelled
525,Feodor,Ko Chan,3.99,Pending
526,Jackquelin,Nihaona,19.99,Delivered
527,Abner,Orosh,3.29,Cancelled
528,Danica,Dongming Chengguanzhen,4.49,Delivered
529,Royall,Ruy Barbosa,89.99,Pending
530,Fax,Tamisan,19.99,Cancelled
531,Christos,Tawala,9.99,Pending
532,Linnell,Jokkmokk,3.49,Pending
533,Laurice,Praia das Maçãs,29.99,Pending
534,Vonnie,Alto del Espino,59.99,Cancelled
535,Kara,Gandekan,19.99,Cancelled
536,Simona,Caromatan,24.99,Delivered
537,Holly,Shatoja,9.99,Delivered
538,Hendrick,Tanjung,5.99,Delivered
539,Saunderson,Pinheiro Machado,3.29,Pending
540,Ferdy,Kranj,3.49,Pending
541,Hardy,At Tibnī,4.99,Delivered
542,Naoma,Sukadana,49.99,Cancelled
543,Aubert,Nazca,29.99,Delivered
544,Carla,Ryazanskiy,5.49,Cancelled
545,Kirby,Wołczyn,39.99,Delivered
546,Kelley,Rio Claro,6.99,Pending
547,Concordia,Saltsjöbaden,4.29,Delivered
548,Victoria,Ishqoshim,249.99,Pending
549,Alaine,Qinghua,39.99,Pending
550,Jeniffer,Farah,19.99,Pending
551,Chuck,San Isidro,19.99,Delivered
552,Oralia,Dorogobuzh,3.49,Pending
553,Gayleen,Licheng,2.79,Delivered
554,Jayne,Mora,49.99,Delivered
555,Keri,Itapira,1.29,Pending
556,Cal,Kagoshima-shi,4.29,Delivered
557,Gun,Woerden,24.99,Pending
558,Falkner,Aleksandrovsk-Sakhalinskiy,12.99,Delivered
559,Bernelle,Dzvinogrud,6.49,Pending
560,Mela,Nakhon Pathom,6.99,Pending
561,Susan,Bailieborough,5.99,Cancelled
562,Fidelia,Rio Covo ( Santa Eulália ),18.99,Cancelled
563,Rivi,Birendranagar,1.99,Delivered
564,Eward,Morden,39.99,Delivered
565,Jamill,Hwangju-ŭp,19.99,Pending
566,Hartley,Kugri,24.99,Cancelled
567,Leonid,Cabugao,3.49,Pending
568,Joanie,Jaworzyna Śląska,79.99,Cancelled
569,Giselbert,Bueng Sam Phan,3.99,Delivered
570,Yankee,Yevpatoriya,24.99,Pending
571,Graehme,Yiyang,8.99,Cancelled
572,Sonny,Bolong,3.99,Delivered
573,Vladamir,Ouidah,2.99,Cancelled
574,Kliment,Capão da Canoa,39.99,Delivered
575,Dino,Sabá,5.49,Pending
576,Adah,Kabare,6.99,Pending
577,Emylee,Polańczyk,2.49,Pending
578,Bianka,Fentange,14.99,Pending
579,Violante,Tvøroyri,34.99,Delivered
580,Hildagarde,Zoumachang,1.29,Cancelled
581,Celie,Baicaogou,34.99,Cancelled
582,Teddie,Karjalohja,15.99,Cancelled
583,Lanae,Nawābganj,5.49,Pending
584,Renado,Pondokdalem,6.49,Delivered
585,Rod,Cigarogol,29.99,Cancelled
586,Yves,Hexi,39.99,Delivered
587,Euphemia,Lankaran,9.99,Delivered
588,Stephana,Gjinkar,12.99,Pending
589,Tresa,Koson,15.99,Pending
590,Armin,Cidade Velha,3.29,Pending
591,Drud,Vyselki,3.49,Cancelled
592,Carney,Sarnów,18.99,Delivered
593,Kimmi,Montes Velhos,39.99,Cancelled
594,Alastair,Taboc,1.79,Pending
595,Pebrook,Zhourui,4.99,Delivered
596,Jeffry,Kotayk’,45,Pending
597,Charissa,Pontinha,19.99,Cancelled
598,Othello,Zhougao,12.99,Pending
599,Latisha,Freixo de Numão,12.99,Delivered
600,Nanete,Staré Křečany,3.99,Pending
601,Derick,Iquipi,39.99,Pending
602,Kalindi,Petro-Slavyanka,39.99,Cancelled
603,Paddy,Cigadung,89.99,Cancelled
604,Dermot,Chervonopartyzans’k,9.99,Cancelled
605,Cedric,Yashiga,4.29,Cancelled
606,Kimbra,Caxias,5.49,Pending
607,Mina,Bitkine,3.99,Delivered
608,Celeste,Umeå,35.99,Cancelled
609,Sella,Ganlin,6.49,Pending
610,Venita,Umuarama,24.99,Pending
611,Orazio,Jaboatão,39.99,Delivered
612,Sheeree,Tongzhong,24.99,Pending
613,Hilde,Pasaco,24.99,Delivered
614,Riley,Xincheng Chengguanzhen,14.99,Pending
615,Ronny,Vischongo,3.99,Pending
616,Carlin,Pittsburgh,129.99,Cancelled
617,Gibby,Nossebro,14.99,Cancelled
